project_child_id,ref_age_class,ref_source,ref_source_ode,outcome
202625,EI,primary,Physician/Clinic,ia
202625,EI,primary,Physician/Clinic,p
206188,ECSE,primary,Head Start,p
202390,EI,secondary,Parents/Family,
202390,EI,primary,CAPTA,p
209831,EI,primary,Parents/Family,ia
209831,EI,primary,Parents/Family,p
204668,EI,primary,Parents/Family,ia
204668,EI,primary,Physician/Clinic,p
202939,EI,primary,Parents/Family,p
202450,EI,primary,Parents/Family,p
202450,EI,secondary,Physician/Clinic,
206503,ECSE,primary,Head Start,p
207150,ECSE,primary,Head Start,ia
207150,EI to KG,primary,Head Start,p
203639,ECSE,primary,Healthy Families Oregon,p
200458,EI,primary,Physician/Clinic,p
207760,ECSE,primary,Parents/Family,ia
207760,EI to KG,primary,Childcare/Preschool,p
209998,EI to ECSE,primary,Parents/Family,p
208082,EI,primary,Physician/Clinic,p
208082,ECSE,primary,Parents/Family,p
207306,ECSE,primary,Parents/Family,p
209631,EI,primary,Physician/Clinic,ia
209631,EI to ECSE,primary,Parents/Family,p
208498,ECSE,primary,Physician/Clinic,ia
208498,ECSE,primary,Parents/Family,ia
208498,ECSE,primary,Parents/Family,p
207083,ECSE,primary,Head Start,p
203293,ECSE,primary,Head Start,p
205550,ECSE,primary,Physician/Clinic,p
205450,EI,primary,CAPTA,ia
205450,EI,primary,CAPTA,ia
205450,EI,primary,Other,p
203634,EI,primary,Hospital,ia
203634,EI,secondary,Physician/Clinic,
203634,EI,primary,Physician/Clinic,p
205986,ECSE,primary,Parents/Family,p
200942,EI,primary,Parents/Family,ia
200942,EI,primary,Parents/Family,p
207859,EI,primary,CAPTA,ia
207859,EI,primary,CAPTA,ia
207859,EI,primary,Parents/Family,ia
207859,EI,primary,Physician/Clinic,ia
207859,EI,primary,CAPTA,p
208524,ECSE,primary,Parents/Family,ia
208524,ECSE,primary,Hospital,p
206834,EI,primary,Parents/Family,ia
206834,ECSE,primary,Parents/Family,p
205833,EI,primary,Physician/Clinic,ia
205833,EI,primary,Other,ia
205833,EI to ECSE,primary,Other,ia
205833,ECSE,primary,Parents/Family,p
205833,ECSE,secondary,Other DHS,
205833,ECSE,secondary,Other DHS,
207884,EI,primary,Move in from another state,p
207325,EI,primary,Move in from another state,p
201476,EI,primary,Physician/Clinic,ia
201476,EI,primary,Other,p
205332,ECSE,primary,Parents/Family,p
203505,EI,primary,Parents/Family,ia
203505,ECSE,primary,Parents/Family,p
200443,EI,primary,Hospital,p
200443,EI,primary,Physician/Clinic,p
200443,EI,primary,Parents/Family,p
206098,EI,primary,Physician/Clinic,p
201687,EI,primary,Private Therapy,ia
201687,EI,primary,CAPTA,p
202183,ECSE,primary,Parents/Family,p
203399,ECSE,primary,Parents/Family,p
209350,ECSE,primary,Physician/Clinic,p
209626,EI,primary,Physician/Clinic,ia
209626,EI,primary,Parents/Family,p
209626,ECSE,primary,Parents/Family,ia
206509,EI,primary,Parents/Family,p
203736,EI,primary,Parents/Family,p
203736,ECSE,primary,Parents/Family,p
207175,EI,primary,Physician/Clinic,ia
207175,ECSE,primary,Physician/Clinic,p
200534,EI,primary,Public Health,ia
200534,EI to ECSE,primary,Parents/Family,p
200786,EI,primary,Physician/Clinic,ia
200786,EI,primary,Physician/Clinic,ia
200786,ECSE,primary,Physician/Clinic,p
203496,EI,primary,CAPTA,ia
203496,EI,primary,Healthy Families Oregon,p
200282,EI,primary,Public Health,ia
200282,EI,primary,Physician/Clinic,p
203249,EI,primary,Hospital,ia
203249,EI,primary,Parents/Family,p
203249,EI,secondary,CAPTA,
206807,EI,primary,Parents/Family,ia
206807,EI,primary,Other,p
200134,ECSE,primary,Hospital,p
202154,EI,primary,Physician/Clinic,p
204349,EI,primary,Hospital,p
203442,EI,primary,Move in from another state,p
208764,EI,primary,Physician/Clinic,ia
208764,EI to ECSE,primary,Physician/Clinic,p
201736,EI,primary,Hospital,p
201736,EI,secondary,CAPTA,
204457,EI,primary,Parents/Family,p
201554,EI,primary,EHDI,p
201554,EI,secondary,Physician/Clinic,
202753,EI,primary,Physician/Clinic,ia
202753,ECSE,primary,Physician/Clinic,ia
202753,ECSE,primary,Other,p
203649,EI,primary,Hospital,p
203649,EI,secondary,CAPTA,
201485,EI,primary,Hospital,p
203223,EI,primary,Physician/Clinic,ia
203223,EI,primary,Physician/Clinic,ia
203223,EI,primary,Physician/Clinic,p
200726,EI,primary,Parents/Family,p
205016,ECSE,primary,Move in from another state,p
204879,ECSE,primary,Parents/Family,ia
204879,ECSE,primary,Parents/Family,p
209873,ECSE,primary,Parents/Family,p
204057,EI,primary,Physician/Clinic,p
208807,EI,primary,Physician/Clinic,ia
208807,EI,secondary,Other DHS,
208807,EI,primary,Parents/Family,p
202611,EI,primary,Hospital,ia
202611,EI,primary,CAPTA,p
202611,EI to ECSE,secondary,CAPTA,
206612,EI,primary,Physician/Clinic,ia
206612,ECSE,primary,Childcare/Preschool,p
203491,EI,primary,Hospital,p
201438,EI,primary,Physician/Clinic,p
202439,EI,primary,Physician/Clinic,p
202557,EI,primary,Physician/Clinic,p
206843,EI,primary,Physician/Clinic,ia
206843,EI,primary,Parents/Family,p
208360,ECSE,primary,Physician/Clinic,ia
208360,ECSE,primary,Parents/Family,p
200676,EI,primary,Physician/Clinic,p
200676,EI,secondary,Physician/Clinic,
200676,EI,secondary,CAPTA,
209399,EI,primary,CAPTA,ia
209399,EI,primary,CAPTA,p
209399,EI,primary,Parents/Family,p
209790,ECSE,primary,Parents/Family,p
219921,EI,primary,CAPTA,ia
219921,ECSE,primary,Head Start,p
210937,EI,primary,Other EI/ECSE program,p
211848,EI,primary,Parents/Family,p
211848,EI,secondary,Physician/Clinic,
213229,EI,primary,Parents/Family,p
213229,EI,primary,Physician/Clinic,p
213229,ECSE,primary,Head Start,e
210040,EI,primary,Healthy Families Oregon,p
210467,ECSE,primary,Move in from another state,p
215495,ECSE,primary,Head Start,p
212617,EI,primary,Head Start,ia
212617,ECSE,primary,Head Start,p
212495,EI,primary,Hospital,p
212495,EI,secondary,CAPTA,
215371,EI,primary,Parents/Family,p
216068,EI,primary,Parents/Family,p
218525,EI,primary,Parents/Family,ia
218525,EI,secondary,Physician/Clinic,
218525,EI,primary,Parents/Family,p
211725,ECSE,primary,Other,p
210669,EI to ECSE,primary,Parents/Family,p
210669,ECSE,secondary,Other DHS,
210669,ECSE,secondary,Physician/Clinic,
217351,ECSE,primary,Parents/Family,p
217351,ECSE,secondary,Physician/Clinic,
218401,EI,primary,Physician/Clinic,ia
218401,EI,primary,Physician/Clinic,p
219298,EI,primary,Hospital,p
218590,EI,primary,Parents/Family,ia
218590,EI,secondary,Physician/Clinic,
218590,EI,primary,Other,p
216517,EI,primary,Physician/Clinic,p
213820,EI,primary,Parents/Family,p
215029,EI,primary,Physician/Clinic,ia
215029,EI,primary,Physician/Clinic,ia
215029,EI,primary,Other,p
219367,EI,primary,Parents/Family,p
219991,EI,primary,Physician/Clinic,p
219991,EI,secondary,Physician/Clinic,
219583,EI,primary,Physician/Clinic,ia
219583,EI,primary,Parents/Family,p
219583,EI,secondary,Physician/Clinic,
217798,EI,primary,Physician/Clinic,ia
217798,EI,primary,Parents/Family,p
217798,EI,secondary,Physician/Clinic,
212381,EI,primary,Parents/Family,p
211056,EI,primary,Physician/Clinic,ia
211056,ECSE,primary,Other,ia
211056,EI to KG,primary,Head Start,p
214477,EI,primary,Parents/Family,p
212394,EI,primary,Hospital,ia
212394,EI,primary,Physician/Clinic,ia
212394,EI,primary,Other,p
219670,EI,primary,Physician/Clinic,ia
219670,EI,primary,Parents/Family,ia
219670,EI,primary,Physician/Clinic,p
219670,ECSE,secondary,Physician/Clinic,
217344,EI,primary,Physician/Clinic,ia
217344,ECSE,primary,Parents/Family,p
213880,ECSE,primary,Physician/Clinic,p
213672,EI,primary,Physician/Clinic,p
210978,ECSE,primary,Parents/Family,p
216590,EI,primary,Parents/Family,ia
216590,ECSE,primary,Physician/Clinic,p
217407,ECSE,primary,Parents/Family,p
216070,ECSE,primary,Parents/Family,p
214795,EI,primary,Physician/Clinic,ia
214795,EI,primary,Parents/Family,ia
214795,EI to KG,primary,Physician/Clinic,p
215117,EI,primary,Parents/Family,p
215117,EI,secondary,Physician/Clinic,
218514,EI,primary,Parents/Family,ia
218514,EI,primary,Other,ia
218514,EI,primary,Other,p
218514,ECSE,primary,Parents/Family,p
217158,EI,primary,Physician/Clinic,ia
217158,EI to ECSE,primary,Physician/Clinic,p
216235,EI,primary,Physician/Clinic,ia
216235,ECSE,primary,Parents/Family,p
214995,ECSE,primary,Parents/Family,p
217043,EI,primary,Physician/Clinic,ia
217043,EI,primary,Physician/Clinic,ia
217043,EI,primary,Other,p
217043,EI,secondary,Physician/Clinic,
218147,ECSE,primary,Parents/Family,ia
218147,EI to KG,primary,Childcare/Preschool,p
214607,EI,primary,CAPTA,p
210973,EI,primary,Physician/Clinic,p
215414,EI,primary,CAPTA,p
211940,EI,primary,Hospital,p
211940,EI,secondary,CAPTA,
211940,EI,secondary,Physician/Clinic,
218027,ECSE,primary,Childcare/Preschool,p
210123,ECSE,primary,Parents/Family,p
216159,EI,primary,CAPTA,p
216501,EI,primary,Parents/Family,p
217253,EI,primary,Parents/Family,p
217253,EI,secondary,Physician/Clinic,
210325,EI,primary,Parents/Family,p
210618,EI,primary,Other EI/ECSE program,p
210618,EI,secondary,Physician/Clinic,
218202,ECSE,primary,Physician/Clinic,p
212845,ECSE,primary,Parents/Family,p
218686,EI,primary,Parents/Family,ia
218686,EI,primary,Parents/Family,p
210924,EI,primary,Parents/Family,ia
210924,EI,primary,Other,ia
210924,EI,primary,Physician/Clinic,p
216785,EI,primary,Physician/Clinic,ia
216785,EI,primary,Parents/Family,p
218168,EI to ECSE,primary,Physician/Clinic,ia
218168,ECSE,primary,Other DHS,p
219084,EI,primary,Physician/Clinic,ia
219084,EI,primary,Physician/Clinic,ia
219084,ECSE,primary,Parents/Family,p
218698,ECSE,primary,Parents/Family,p
214214,EI,primary,Parents/Family,ia
214214,EI to ECSE,primary,Parents/Family,ia
214214,EI to KG,primary,Head Start,p
217520,EI,primary,Physician/Clinic,ia
217520,EI to KG,primary,Childcare/Preschool,p
214499,EI,primary,Parents/Family,p
219820,EI,primary,Physician/Clinic,ia
219820,EI,primary,Other,p
219819,EI,primary,Physician/Clinic,p
219663,ECSE,primary,Physician/Clinic,ia
219663,ECSE,primary,Parents/Family,p
215903,EI,primary,CAPTA,ia
215903,EI,secondary,Physician/Clinic,
215903,EI,primary,Parents/Family,p
215903,EI,secondary,CAPTA,
217746,EI,primary,Physician/Clinic,p
213506,ECSE,primary,Move in from another state,p
213506,ECSE,secondary,Physician/Clinic,
212885,ECSE,primary,Parents/Family,ia
212885,ECSE,primary,Other,p
211744,EI,primary,Parents/Family,p
218954,EI to ECSE,primary,Parents/Family,ia
218954,ECSE,primary,Parents/Family,p
216127,EI,primary,Physician/Clinic,p
211481,ECSE,primary,Other DHS,ia
211481,ECSE,primary,Parents/Family,ia
211481,EI to KG,primary,Head Start,p
211210,EI,primary,Parents/Family,ia
211210,EI,secondary,Physician/Clinic,
211210,EI,primary,Parents/Family,ia
211210,EI,primary,Other,p
217679,EI,primary,Physician/Clinic,ia
217679,EI,primary,Physician/Clinic,p
212447,EI,primary,Physician/Clinic,ia
212447,EI,primary,Parents/Family,p
213208,EI,primary,Parents/Family,p
213208,EI,secondary,Hospital,
213208,EI,secondary,EHDI,
217071,EI,primary,Parents/Family,p
217071,EI,secondary,Physician/Clinic,
216582,EI,primary,Parents/Family,p
215296,EI,primary,Physician/Clinic,ia
215296,EI,primary,Parents/Family,p
219056,EI,primary,Physician/Clinic,p
219584,EI,primary,Physician/Clinic,p
213616,EI,primary,Parents/Family,ia
213616,EI,secondary,Physician/Clinic,
213616,EI,primary,Other,p
213616,ECSE,primary,Physician/Clinic,p
217011,EI,primary,Parents/Family,ia
217011,EI,secondary,Physician/Clinic,
217011,EI,primary,Parents/Family,ia
217011,EI to ECSE,primary,Parents/Family,p
217011,ECSE,secondary,Physician/Clinic,
210210,EI,primary,Physician/Clinic,ia
210210,EI,secondary,Healthy Families Oregon,
210210,EI,primary,Physician/Clinic,p
213003,EI,primary,Physician/Clinic,ia
213003,EI,primary,Physician/Clinic,p
219312,EI,primary,Physician/Clinic,ia
219312,ECSE,primary,Parents/Family,p
216917,EI,primary,Physician/Clinic,ia
216917,EI,primary,Other,p
217513,EI,primary,Healthy Families Oregon,p
211343,ECSE,primary,Childcare/Preschool,p
217352,ECSE,primary,Physician/Clinic,ia
217352,EI to KG,primary,Physician/Clinic,p
211282,ECSE,primary,Physician/Clinic,ia
211282,EI to KG,primary,Childcare/Preschool,p
213860,ECSE,primary,Head Start,p
210047,EI,primary,Parents/Family,p
211239,EI to ECSE,primary,Parents/Family,p
219672,ECSE,primary,Parents/Family,p
217248,EI,primary,Physician/Clinic,ia
217248,ECSE,primary,Physician/Clinic,p
218330,EI,primary,Physician/Clinic,p
214275,EI,primary,Physician/Clinic,p
214723,EI,primary,Parents/Family,ia
214723,ECSE,primary,Parents/Family,p
217603,ECSE,primary,Head Start,p
212543,EI,primary,Physician/Clinic,ia
212543,EI,primary,Parents/Family,p
211825,ECSE,primary,Physician/Clinic,ia
211825,ECSE,primary,Parents/Family,p
213608,EI,primary,Parents/Family,p
214728,ECSE,primary,Physician/Clinic,ia
214728,ECSE,secondary,CAPTA,
214728,ECSE,primary,Other,p
213558,EI,primary,Hospital,p
219759,EI,primary,Parents/Family,p
213597,ECSE,primary,Parents/Family,ia
213597,ECSE,primary,Parents/Family,p
217629,ECSE,primary,Parents/Family,p
213109,EI,primary,Physician/Clinic,ia
213109,EI,primary,Parents/Family,p
215418,EI,primary,Physician/Clinic,p
215567,EI,primary,CAPTA,ia
215567,EI,primary,CAPTA,p
215567,EI,secondary,CAPTA,
216884,EI,primary,Physician/Clinic,ia
216884,EI,primary,Other,ia
216884,EI,primary,Parents/Family,p
210715,ECSE,primary,Parents/Family,ia
210715,ECSE,primary,Other,ia
210715,EI to KG,primary,Parents/Family,p
215985,EI to ECSE,primary,Physician/Clinic,ia
215985,ECSE,primary,Physician/Clinic,p
214898,EI,primary,Parents/Family,p
215870,EI,primary,Parents/Family,p
219905,EI,primary,Physician/Clinic,ia
219905,EI,primary,Other,p
212452,EI,primary,Physician/Clinic,ia
212452,EI,primary,Other,p
216313,EI,primary,Physician/Clinic,ia
216313,EI,primary,Hospital,ia
216313,EI,primary,Healthy Families Oregon,p
219900,ECSE,primary,Childcare/Preschool,p
217590,ECSE,primary,Head Start,p
210268,EI,primary,Physician/Clinic,ia
210268,EI,primary,Parents/Family,p
210989,EI,primary,Physician/Clinic,ia
210989,EI to ECSE,primary,Parents/Family,ia
210989,ECSE,primary,Physician/Clinic,p
216790,ECSE,primary,Physician/Clinic,p
219003,EI,primary,Physician/Clinic,p
213349,ECSE,primary,Childcare/Preschool,p
215670,EI,primary,Physician/Clinic,ia
215670,ECSE,primary,Physician/Clinic,ia
215670,ECSE,primary,Parents/Family,p
210871,ECSE,primary,Physician/Clinic,p
213719,EI,primary,Physician/Clinic,ia
213719,EI,primary,Parents/Family,ia
213719,EI to ECSE,primary,Parents/Family,ia
213719,EI to ECSE,primary,Other,p
217709,ECSE,primary,Head Start,p
212889,EI,primary,Other,p
213955,EI,primary,Parents/Family,p
210836,ECSE,primary,Parents/Family,p
212997,EI to KG,primary,Parents/Family,p
214883,ECSE,primary,Parents/Family,p
214883,ECSE,secondary,Physician/Clinic,
217677,EI,primary,Physician/Clinic,p
217677,EI,primary,Parents/Family,p
211568,EI,primary,Parents/Family,ia
211568,EI to ECSE,primary,Parents/Family,p
212375,EI,primary,Physician/Clinic,ia
212375,EI,primary,Physician/Clinic,ia
212375,EI,primary,Physician/Clinic,ia
212375,EI,primary,Physician/Clinic,ia
212375,EI,primary,Physician/Clinic,ia
212375,EI to ECSE,primary,Physician/Clinic,p
216593,EI,primary,Physician/Clinic,p
219014,EI,primary,Parents/Family,ia
219014,EI to ECSE,primary,Other,p
212870,ECSE,primary,Parents/Family,p
210743,EI,primary,Physician/Clinic,p
217581,EI,primary,Parents/Family,p
217581,EI,secondary,Physician/Clinic,
210582,EI,primary,Physician/Clinic,ia
210582,EI,primary,Physician/Clinic,ia
210582,EI,primary,Physician/Clinic,p
215798,EI,primary,Physician/Clinic,ia
215798,ECSE,primary,Parents/Family,p
213830,EI,primary,Childcare/Preschool,ia
213830,EI,primary,Parents/Family,ia
213830,EI to ECSE,primary,Childcare/Preschool,p
216458,EI to KG,primary,Head Start,p
212272,ECSE,primary,Head Start,p
212731,EI to ECSE,primary,Childcare/Preschool,p
214895,ECSE,primary,Physician/Clinic,p
214895,ECSE,primary,Childcare/Preschool,p
210075,EI,primary,Physician/Clinic,p
218002,EI,primary,Physician/Clinic,p
218992,EI,primary,Physician/Clinic,ia
218992,EI,primary,Physician/Clinic,p
210794,EI,primary,Physician/Clinic,ia
210794,EI,primary,Physician/Clinic,ia
210794,EI,primary,Parents/Family,ia
210794,EI,primary,Other,p
214806,ECSE,primary,Head Start,p
214806,EI to KG,primary,Head Start,p
216046,ECSE,primary,Childcare/Preschool,p
211490,EI,primary,Physician/Clinic,ia
211490,EI,primary,Parents/Family,p
217431,ECSE,primary,Private Therapy,p
214810,EI,primary,Other EI/ECSE program,p
216906,EI,primary,Physician/Clinic,p
216906,EI,secondary,Physician/Clinic,
215578,ECSE,primary,Head Start,p
218554,ECSE,primary,Head Start,p
210728,EI to ECSE,primary,Parents/Family,p
215761,ECSE,primary,Childcare/Preschool,p
213443,ECSE,primary,Parents/Family,p
215677,ECSE,primary,Physician/Clinic,p
211891,EI,primary,Physician/Clinic,p
211891,ECSE,secondary,Physician/Clinic,
217771,EI,primary,Physician/Clinic,ia
217771,EI to ECSE,primary,Physician/Clinic,p
213303,EI,primary,Hospital,p
216273,EI,primary,Parents/Family,ia
216273,ECSE,primary,Parents/Family,p
216660,EI,primary,Physician/Clinic,p
217613,EI,primary,Physician/Clinic,p
217775,EI,primary,Hospital,p
217775,EI,secondary,EHDI,
216050,EI,primary,Parents/Family,p
216050,EI,secondary,Physician/Clinic,
212445,ECSE,primary,Parents/Family,p
213015,EI,primary,Head Start,p
217313,EI,primary,Childcare/Preschool,p
214973,EI,primary,Parents/Family,ia
214973,EI,secondary,Physician/Clinic,
214973,EI,primary,Physician/Clinic,p
218026,ECSE,primary,Childcare/Preschool,p
211978,ECSE,primary,Physician/Clinic,p
212903,EI,primary,Physician/Clinic,p
211936,EI,primary,Physician/Clinic,ia
211936,EI,primary,"Public Health, WIC",ia
211936,EI to ECSE,primary,Parents/Family,ia
211936,ECSE,primary,Parents/Family,p
215353,EI,primary,Other EI/ECSE program,p
215358,ECSE,primary,Healthy Families Oregon,p
213916,EI,primary,Parents/Family,p
216274,ECSE,primary,Physician/Clinic,ia
216274,ECSE,primary,Parents/Family,p
213434,EI to KG,primary,Childcare/Preschool,p
216962,ECSE,primary,Head Start,p
210330,EI,primary,Physician/Clinic,ia
210330,EI,primary,Parents/Family,ia
210330,EI,primary,Physician/Clinic,p
214318,EI to KG,primary,Healthy Families Oregon,p
215532,EI,primary,Hospital,p
210245,ECSE,primary,Move in from another state,p
218105,EI,primary,Parents/Family,p
218105,EI,secondary,Physician/Clinic,
216021,EI,primary,Parents/Family,ia
216021,EI,primary,Parents/Family,ia
216021,ECSE,primary,Parents/Family,p
210948,EI,primary,Childcare/Preschool,p
215000,ECSE,primary,Healthy Families Oregon,p
219742,EI,primary,CAPTA,ia
219742,EI,primary,Parents/Family,ia
219742,EI,primary,Other,ia
219742,EI,primary,Other,p
214346,EI,primary,Physician/Clinic,ia
214346,EI,secondary,CAPTA,
214346,EI,primary,CAPTA,p
219555,EI,primary,Physician/Clinic,ia
219555,EI,primary,Other,p
219555,EI to ECSE,secondary,Physician/Clinic,
215270,EI,primary,Physician/Clinic,p
214067,ECSE,primary,Head Start,p
219207,ECSE,primary,Physician/Clinic,ia
219207,ECSE,primary,Parents/Family,p
216028,EI to ECSE,primary,Parents/Family,p
217243,EI,primary,Physician/Clinic,ia
217243,EI,primary,Other,p
213187,EI,primary,Parents/Family,p
215281,ECSE,primary,Childcare/Preschool,p
217990,ECSE,primary,Head Start,p
216700,EI to KG,primary,Parents/Family,p
216537,EI,primary,Physician/Clinic,p
217766,ECSE,primary,Parents/Family,p
215279,EI,primary,CAPTA,p
215279,ECSE,secondary,Physician/Clinic,
215279,ECSE,secondary,Other DHS,
219187,EI to KG,primary,Physician/Clinic,p
218301,ECSE,primary,Parents/Family,p
210914,EI,primary,Physician/Clinic,p
210914,EI,primary,Parents/Family,p
214666,EI to KG,primary,Other EI/ECSE program,p
211594,ECSE,primary,Move in from another state,p
217258,EI to KG,primary,Healthy Families Oregon,p
210895,EI,primary,Hospital,p
210895,EI,secondary,CAPTA,
219508,EI,primary,Physician/Clinic,p
217973,EI,primary,Parents/Family,p
215082,ECSE,primary,Physician/Clinic,p
211694,EI to KG,primary,Parents/Family,p
211425,EI,primary,Physician/Clinic,p
215768,EI,primary,Physician/Clinic,p
215768,ECSE,primary,Parents/Family,p
218664,EI,primary,Physician/Clinic,p
218696,EI,primary,Physician/Clinic,ia
218696,EI,primary,Physician/Clinic,p
219178,EI,primary,Parents/Family,p
210741,EI,primary,Hospital,p
216740,EI to KG,primary,Parents/Family,p
214130,EI,primary,Physician/Clinic,p
215197,EI to KG,primary,Physician/Clinic,p
211833,ECSE,primary,Physician/Clinic,p
213352,EI,primary,Physician/Clinic,p
210253,EI to KG,primary,Childcare/Preschool,p
216998,ECSE,primary,Physician/Clinic,ia
216998,ECSE,primary,Physician/Clinic,p
218528,EI to KG,primary,Physician/Clinic,ia
218528,EI to KG,primary,Parents/Family,p
218989,EI,primary,Hospital,ia
218989,EI,primary,Parents/Family,p
216883,EI,primary,Physician/Clinic,p
218448,ECSE,primary,Physician/Clinic,p
217690,EI,primary,Physician/Clinic,ia
217690,EI,primary,Other,ia
217690,EI to ECSE,primary,Parents/Family,p
217042,ECSE,primary,Childcare/Preschool,p
212575,EI,primary,Physician/Clinic,ia
212575,EI,primary,Other,p
212575,ECSE,secondary,Physician/Clinic,
216503,EI,primary,Parents/Family,p
211966,EI,primary,Parents/Family,p
210869,EI to ECSE,primary,Physician/Clinic,p
217460,EI to KG,primary,Parents/Family,p
214266,EI to ECSE,primary,Parents/Family,ia
214266,ECSE,primary,Other,p
210921,ECSE,primary,Parents/Family,p
216178,EI to ECSE,primary,Parents/Family,p
218179,ECSE,primary,Childcare/Preschool,p
214655,EI,primary,Physician/Clinic,ia
214655,EI,primary,Parents/Family,p
215550,ECSE,primary,Physician/Clinic,p
210624,EI,primary,Hospital,p
213437,EI,primary,Hospital,p
213437,EI,secondary,CAPTA,
219436,EI,primary,Hospital,p
214256,EI,primary,Physician/Clinic,p
214100,EI,primary,Physician/Clinic,p
212779,EI to KG,primary,Childcare/Preschool,p
219141,EI,primary,Hospital,p
210942,ECSE,primary,Other DHS,ia
210942,ECSE,primary,Parents/Family,p
217001,EI,primary,Physician/Clinic,ia
217001,EI,primary,Parents/Family,ia
217001,ECSE,primary,Other,ia
217001,ECSE,primary,Other,p
213785,EI,secondary,CAPTA,
213785,EI,primary,Hospital,p
213785,EI,secondary,Physician/Clinic,
218872,ECSE,primary,Parents/Family,p
211390,EI,primary,Physician/Clinic,p
218157,EI,primary,Physician/Clinic,p
219835,EI,primary,Physician/Clinic,ia
219835,EI,primary,Parents/Family,ia
219835,EI to ECSE,primary,Parents/Family,p
211893,EI,primary,Parents/Family,p
218524,ECSE,primary,Physician/Clinic,p
211591,ECSE,primary,Physician/Clinic,p
217606,ECSE,primary,Parents/Family,p
218829,EI to KG,primary,Other EI/ECSE program,p
216980,ECSE,primary,Head Start,p
217864,ECSE,primary,Physician/Clinic,p
213585,ECSE,primary,Childcare/Preschool,p
218146,ECSE,primary,Childcare/Preschool,p
210430,ECSE,primary,Head Start,p
213197,EI,primary,Physician/Clinic,p
216010,ECSE,primary,Childcare/Preschool,ia
216010,EI to KG,primary,Childcare/Preschool,p
212542,EI,primary,Physician/Clinic,p
211707,EI,primary,Physician/Clinic,ia
211707,EI,primary,Other,p
215528,EI,primary,Physician/Clinic,ia
215528,EI,primary,Other,p
210962,EI,primary,Physician/Clinic,p
210962,ECSE,primary,Physician/Clinic,p
210962,ECSE,primary,Parents/Family,p
213867,ECSE,primary,Parents/Family,p
219868,EI,primary,Public Health,ia
219868,EI,primary,Parents/Family,p
211856,EI,primary,EHDI,p
215433,ECSE,primary,Parents/Family,p
215433,ECSE,secondary,Physician/Clinic,
213759,EI,primary,Parents/Family,p
212325,EI,primary,Physician/Clinic,ia
212325,EI,primary,Physician/Clinic,p
212325,EI,primary,Physician/Clinic,ia
219287,EI,primary,Physician/Clinic,p
219350,ECSE,primary,Head Start,p
212742,EI,primary,CAPTA,p
218759,EI to KG,primary,Childcare/Preschool,p
214140,EI to KG,primary,Head Start,p
219626,EI,primary,Parents/Family,p
219720,EI,primary,Parents/Family,p
218638,ECSE,primary,Parents/Family,ia
218638,ECSE,primary,Parents/Family,p
214231,EI,primary,Physician/Clinic,ia
214231,EI,primary,Physician/Clinic,ia
214231,EI,primary,Physician/Clinic,ia
214231,EI,primary,Parents/Family,p
214231,EI,secondary,Physician/Clinic,
216261,EI,primary,Physician/Clinic,ia
216261,EI,primary,Parents/Family,ia
216261,EI,primary,Parents/Family,p
210534,EI,primary,Physician/Clinic,ia
210534,EI,primary,Parents/Family,ia
210534,EI,primary,Parents/Family,p
219227,EI,primary,Physician/Clinic,ia
219227,EI,primary,Parents/Family,p
214881,EI,primary,Parents/Family,p
218718,ECSE,primary,Childcare/Preschool,p
217291,EI,primary,Parents/Family,p
217291,EI,secondary,Physician/Clinic,
217291,EI,primary,Parents/Family,p
211508,ECSE,primary,Childcare/Preschool,ia
211508,ECSE,primary,Childcare/Preschool,p
210851,EI,primary,Hospital,p
217647,EI,primary,Parents/Family,ia
217647,EI,primary,Physician/Clinic,p
217647,EI,primary,Parents/Family,p
212232,EI,primary,Parents/Family,p
213733,ECSE,primary,Childcare/Preschool,p
211908,ECSE,primary,Physician/Clinic,p
211737,EI,primary,Physician/Clinic,ia
211737,EI,primary,Parents/Family,ia
211737,ECSE,primary,Parents/Family,p
218358,ECSE,primary,Parents/Family,p
218896,ECSE,primary,Childcare/Preschool,p
215544,EI,primary,CAPTA,ia
215544,EI to ECSE,primary,Other,ia
215544,ECSE,primary,Head Start,p
216880,ECSE,primary,Other DHS,p
216880,ECSE,secondary,Head Start,
217670,EI,primary,Physician/Clinic,p
213503,ECSE,primary,Move in from another state,p
219138,EI,primary,Physician/Clinic,p
215346,EI,primary,Physician/Clinic,p
213915,EI,primary,Parents/Family,p
216751,EI,primary,Parents/Family,p
212337,ECSE,primary,Childcare/Preschool,p
217360,ECSE,primary,Parents/Family,p
217991,ECSE,primary,Parents/Family,ia
217991,EI to KG,primary,Parents/Family,p
218490,EI,primary,Physician/Clinic,ia
218490,EI,primary,Physician/Clinic,ia
218490,EI,primary,Physician/Clinic,p
214879,ECSE,primary,Physician/Clinic,ia
214879,ECSE,primary,Childcare/Preschool,p
211306,EI,primary,Physician/Clinic,ia
211306,EI to ECSE,primary,Parents/Family,ia
211306,ECSE,secondary,Physician/Clinic,
211306,ECSE,primary,Parents/Family,p
215516,ECSE,primary,Childcare/Preschool,p
217116,ECSE,primary,Parents/Family,p
217116,ECSE,secondary,Physician/Clinic,
213679,EI,primary,Other,p
211448,EI,primary,Parents/Family,ia
211448,EI,secondary,CAPTA,
211448,EI,primary,CAPTA,ia
211448,EI to ECSE,primary,Other,p
218807,EI to KG,primary,Childcare/Preschool,p
